Participant ID,Timestamp,Global Time (seconds),Note
1005,2025-11-05 15:45:59.474,177,"Asked device how airplanes fly. Explained well."
1005,2025-11-05 15:46:32.949,211,"Asked most popular show on Netflix. Meta said the Witcher and stranger things."
1005,2025-11-05 15:47:48.949,287,"Asked meta the top rated off-road trail in Arizona. Meta gave an answer related to the Witcher. Asked again, this time specifically asking for top rated off-road trail in phoenix. Meta replied bulldog trail."
1005,2025-11-05 15:48:36.783,335,"Asked meta what is the mechanism of a headache. Gave a satisfactory answer about increased stimulation of pain receptors in the brain."
1005,2025-11-05 15:51:16.517,494,"Asked meta what is the picture he is looking at. It said 3 different posters, most famous being starry night. Asked who is depicted in second photo, but meta continued to answer about starry night. Again asked who is depicted in photo, referring to middle photo. Meta continued  to answer about Starry Night."
1005,2025-11-05 15:51:37.546,515,"Asked what animal was depicted in the top photo from row of 3 photos. Correctly answered cat."
1005,2025-11-05 15:52:12.754,551,"Went to a different area and asked what was in photo, meta continued to talk about starry night despite not being focused on that particular photo anymore."
1005,2025-11-05 15:53:12.742,611,"Asked what picture was shown, meta noted that there weee two images on a black backdrop."
1005,2025-11-05 15:54:42.705,701,"Asked what kind of tree this is, meta gave an answer. Asked if the tree was real. Meta said it appears to be real. Tree is fake."
1005,2025-11-05 15:56:12.640,790,"Asked meta what was depicted in statue, meta noted that it was a religious statue, possibly Jesus. Went to a different area, meta at first tried to continue speaking about religious figure statue, then described picture."
1005,2025-11-05 15:56:53.303,831,"Participant notices a trend that sometimes when moving on to a new object and asking about it, meta continues to talk about the old object."
1005,2025-11-05 15:57:46.221,884,"Can see when focusing on the green turf. On brick wall and in the sun the images are washed out. In shade images are clearer."
1005,2025-11-05 15:57:57.253,895,"Seems to be stumbling on the pictures."
1005,2025-11-05 15:58:27.388,925,"Asked meta what is this item I’m looking at while facing swing set, it did correctly identify swing set."
1005,2025-11-05 15:59:18.424,976,"Asked meta who made this painting while standing in front of a wall with two paintings with green dot focused on top painting. Meta gave a response for bottom painting where participant was not focusing his vision."
1005,2025-11-05 16:00:01.725,1020,"Asked a few more times about top picture. Hypothesized that the device was perceiving bottom photo as a part of top photo."
1005,2025-11-05 16:00:27.745,1046,"Asked meta what color the umbrella is. Meta replied green."
1005,2025-11-05 16:00:48.977,1067,"Asked meta about material of table and chairs. Replied metal, included other derails."
1005,2025-11-05 16:01:02.822,1081,"Asked meta how to clean AstroTurf, gave an instructional answer."
1005,2025-11-05 16:03:21.310,1219,"Asked meta if it could provide warnings associated with children’s swing set, meta replied with warnings about adult supervision, weight and age guidelines of manufacturer, etc."
1005,2025-11-05 16:03:44.149,1242,"Asked meta what sundial prop was used for, meta described it as patio furniture."
1005,2025-11-05 16:04:37.921,1296,"Asked meta a few more times “what was this used for” about sundial prop, replied with product pricing for patio furniture. Asked once more, meta correctly identified it as a sundial."
1005,2025-11-05 16:06:00.456,1378,"Doesn’t notice visual difference when glasses transition to sunglasses, but doesn’t feel the heat that you would typically feel on eyelids if you were to be outside in the sun without sunglasses."
1005,2025-11-05 16:06:39.723,1418,"Asked meta to take a picture and tell him what’s in the picture. Meta did take a picture. Prompted again to ask what’s in the picture. Device Said names of items in picture."
1005,2025-11-05 16:08:08.049,1506,"Asked “meta what is this object” about a throwing star prop. Meta stated it was a boomerang. Asked same question about a prop axe, meta said it was a handheld device."
1005,2025-11-05 16:08:48.198,1546,"Asked meta “what kind of animals are these” while focusing on plastic pink flamingos. Meta identified them as pink flamingos."
1005,2025-11-05 16:09:04.193,1562,"Asked meta “what kind of animals are these” while focusing on plastic turtle. Meta identified them as turtle."
1005,2025-11-05 16:09:52.986,1611,"Asked meta what does it mean when rocks are stacked while focusing on a stack of rocks prompt. Meta gave a detailed answer because there are various meanings depending on culture."
1005,2025-11-05 16:11:27.179,1705,"Noted that meta said there were no stacking stones in the image, but meta then hypothesized that the user may be using turtle as a symbol, participant notes this is like before when the device talked about prior object."
1005,2025-11-05 16:12:12.735,1751,"Asked “what tone is this” after letting a wind chime produce a sound. Meta replied it was a neutral tone."
1005,2025-11-05 16:13:18.927,1817,"Asked Meta what game was displayed. Meta replied connect 4."
