Participant ID,Timestamp,Global Time (seconds),Note
1032,2025-12-01 11:48:19.510,2005,"Had trouble pairing glasses for bin #4 . Switched to bin #8 - glasses no 2Y0YB86H4V001F"
1032,2025-12-01 11:49:12.249,2058,"User skipped some steps in setup and that might have contributed to previous issue"
1032,2025-12-01 11:57:06.406,2532,"User mentions band not comfortable because the because it has to be tight to pick up gestures"
1032,2025-12-01 12:02:53.175,2878,"User couldn’t find the app . But when she asked meta it opened up."
1032,2025-12-01 12:03:56.623,2942,"User mentions screen not clear. Repositioned herself to see better"
1032,2025-12-01 12:10:23.525,3329,"For the game , the user seemed to hold her hand up in an unrelated position."
1032,2025-12-01 12:11:14.086,3379,"User feedback - difficult to move up and down in the hypertrail games. Left /right motion feels easy."
1032,2025-12-01 12:12:33.930,3459,"User feedback : difficult to see the screen unless there is a darker background."
1032,2025-12-01 12:13:20.499,3506,"Observation : user squinting"
1032,2025-12-01 12:21:29.575,3995,"For the WhatsApp call - app was not connected and so while the incoming call was recognized through the glasses, the user could not pick up the call. After connecting the app, the task went on smoothly."
1032,2025-12-01 12:32:39.010,4664,"User feedback-  could hear and see just fine. Could see better in the right than in the left. Everything else was fine."
1032,2025-12-01 12:35:34.068,4839,"User kept adjusting the glasses."
