Participant ID,Timestamp,Global Time (seconds),Note
1061,2025-11-17 11:02:31.221,231,"Participant thought capture button was on/off button at first."
1061,2025-11-17 11:04:07.624,328,"Participant has paired glasses and is beginning to pair neural band."
1061,2025-11-17 11:04:47.303,367,"Participant pairing neural band while holding it in hand."
1061,2025-11-17 11:07:22.839,523,"Participant placed neural band on wrist per instructions."
1061,2025-11-17 11:12:34.401,834,"While making sure that fit of neural band was snug, participant was worried that covering the line at the wrist with the neural band flap would become a problem, assured her that this would not be a problem and that it’s more important that band is snug."
1061,2025-11-17 11:12:59.706,860,"Participant has paired neural band and glasses and is completing setup."
1061,2025-11-17 11:16:22.545,1063,"Participant states she was seeing a loading circle in display and was not sure if there was a connection problem. However, as she said that glasses began to speak again."
1061,2025-11-17 11:22:36.006,1436,"Participant missed last question because she was not sure how to judge the answer choices. Explained to her the range of choices so she can make a choice next time."
1061,2025-11-17 11:22:48.962,1449,"Participant said learning how to swipe is taking her a while."
1061,2025-11-17 11:26:23.690,1664,"Participant states there is a QR code it wants her to scan for WhatsApp., but is unsure what to do, suggested to scan code with glasses."
1061,2025-11-17 11:27:12.785,1713,"Wasn’t clear where QR code was supposed to come from, so participant continued to move forward with setting up phone."
1061,2025-11-17 11:29:58.608,1879,"Participant states she’s not sure if it showed her how to exit out of an app, explained that you can tap middle finger to thumb and she was able to exit app."
1061,2025-11-17 11:30:37.252,1917,"Participant was able to connect WhatsApp. Moving on to connecting instagram."
1061,2025-11-17 11:31:40.099,1980,"Participant successfully connected apps."
1061,2025-11-17 11:32:39.426,2039,"Participant figured out that you can use glasses arm to control glasses. Informed her that we prefer only hand gestures for this study."
1061,2025-11-17 11:33:49.297,2109,"Participant accessed display and navigated to helpful gestures and tips."
1061,2025-11-17 11:38:59.377,2419,"Participant swipes thumb against index finger, but has trouble scrolling. Tries to close fist instead and has more success with scrolling."
1061,2025-11-17 11:41:03.617,2544,"Participant notes that display says “Ask Meta AI”, she asks if she’s supposed to ask it something. Moderator notes that you can say things like “hey Meta”"
1061,2025-11-17 11:41:18.469,2558,"Participant notes that she’s swiping but nothing is happening."
1061,2025-11-17 11:45:05.874,2786,"Participant reached menu with hypertrail game but having trouble scrolling down to select it."
1061,2025-11-17 11:47:27.525,2928,"Participant able to select Hypertrail and begin playing."
1061,2025-11-17 11:47:52.296,2952,"Participant completed first 45 minutes in grey couch, now has moved to dark green chair."
1061,2025-11-17 11:49:58.069,3078,"Participant feeling comfortable overall and has no specific feedback. Playing hypertrail."
1061,2025-11-17 11:51:39.605,3180,"Participant thought she was finished with Hypertrail, realized it had just exited out."
1061,2025-11-17 11:52:35.803,3236,"Participant keeps hand up in almost same orientation as the selecting gestures when she is swiping, rather than closing her hand more like a first and swiping on the index finger like a touch pad."
1061,2025-11-17 11:57:37.184,3537,"Participant shares notification box popped up and stopped the game. She was on level 15"
