Participant ID,Timestamp,Global Time (seconds),Note
1061,2025-11-17 11:02:31.221,231,"Participant thought capture button was on/off button at first."
1061,2025-11-17 11:04:07.624,328,"Participant has paired glasses and is beginning to pair neural band."
1061,2025-11-17 11:04:47.303,367,"Participant pairing neural band while holding it in hand."
1061,2025-11-17 11:07:22.839,523,"Participant placed neural band on wrist per instructions."
1061,2025-11-17 11:12:34.401,834,"While making sure that fit of neural band was snug, participant was worried that covering the line at the wrist with the neural band flap would become a problem, assured her that this would not be a problem and that it’s more important that band is snug."
1061,2025-11-17 11:12:59.706,860,"Participant has paired neural band and glasses and is completing setup."
1061,2025-11-17 11:16:22.545,1063,"Participant states she was seeing a loading circle in display and was not sure if there was a connection problem. However, as she said that glasses began to speak again."
1061,2025-11-17 11:22:36.006,1436,"Participant missed last question because she was not sure how to judge the answer choices. Explained to her the range of choices so she can make a choice next time."
1061,2025-11-17 11:22:48.962,1449,"Participant said learning how to swipe is taking her a while."
1061,2025-11-17 11:26:23.690,1664,"Participant states there is a QR code it wants her to scan for WhatsApp., but is unsure what to do, suggested to scan code with glasses."
1061,2025-11-17 11:27:12.785,1713,"Wasn’t clear where QR code was supposed to come from, so participant continued to move forward with setting up phone."
1061,2025-11-17 11:29:58.608,1879,"Participant states she’s not sure if it showed her how to exit out of an app, explained that you can tap middle finger to thumb and she was able to exit app."
1061,2025-11-17 11:30:37.252,1917,"Participant was able to connect WhatsApp. Moving on to connecting instagram."
1061,2025-11-17 11:31:40.099,1980,"Participant successfully connected apps."
1061,2025-11-17 11:32:39.426,2039,"Participant figured out that you can use glasses arm to control glasses. Informed her that we prefer only hand gestures for this study."
1061,2025-11-17 11:33:49.297,2109,"Participant accessed display and navigated to helpful gestures and tips."
1061,2025-11-17 11:38:59.377,2419,"Participant swipes thumb against index finger, but has trouble scrolling. Tries to close fist instead and has more success with scrolling."
1061,2025-11-17 11:41:03.617,2544,"Participant notes that display says “Ask Meta AI”, she asks if she’s supposed to ask it something. Moderator notes that you can say things like “hey Meta”"
1061,2025-11-17 11:41:18.469,2558,"Participant notes that she’s swiping but nothing is happening."
1061,2025-11-17 11:45:05.874,2786,"Participant reached menu with hypertrail game but having trouble scrolling down to select it."
1061,2025-11-17 11:47:27.525,2928,"Participant able to select Hypertrail and begin playing."
1061,2025-11-17 11:47:52.296,2952,"Participant completed first 45 minutes in grey couch, now has moved to dark green chair."
1061,2025-11-17 11:49:58.069,3078,"Participant feeling comfortable overall and has no specific feedback. Playing hypertrail."
1061,2025-11-17 11:51:39.605,3180,"Participant thought she was finished with Hypertrail, realized it had just exited out."
1061,2025-11-17 11:52:35.803,3236,"Participant keeps hand up in almost same orientation as the selecting gestures when she is swiping, rather than closing her hand more like a first and swiping on the index finger like a touch pad."
1061,2025-11-17 11:57:37.184,3537,"Participant shares notification box popped up and stopped the game. She was on level 15"
1061,2025-11-17 11:59:05.014,3625,"Double tapped with middle finger and was brought back to control center."
1061,2025-11-17 12:03:11.236,3871,"Participant prompts meta by saying “Call *moderator’s name*”. Meta did complete call."
1061,2025-11-17 12:04:15.748,3936,"Participant ended call because she thought it was a quick call. Participant initiated another call and moderator picked up."
1061,2025-11-17 12:05:59.862,4040,"Participant attempted to prompt Meta to turn off video call. Was unable to turn off just video, so participant ended call and called back."
1061,2025-11-17 12:07:48.664,4149,"Participant was able to turn off video. Attempted to increase volume with gesture but was unsuccessful."
1061,2025-11-17 12:09:45.116,4265,"Participant having trouble increasing volume either verbally or using gestures. Tried to use the phone buttons and that did help. Participant and moderator are now able to hear each other."
1061,2025-11-17 12:10:40.484,4320,"Participant notes volume is low again. Turned it up again with the phone buttons."
1061,2025-11-17 12:11:40.619,4381,"At 60 minute mark, participant moved to light green chair."
1061,2025-11-17 12:12:42.013,4442,"Participant notes that moderator begins to sound “far away again”. Notes that someone is behind her talking. Moves to the dark green chair,"
1061,2025-11-17 12:14:31.013,4551,"Participant realizes that sound was coming through the iPhone, not the glasses. Used phone to select audio and change from iPhone to glasses. Now participant is able to head much more clearly."
1061,2025-11-17 12:17:32.558,4733,"Participant remains in dark green chair for scavenger hunt section."
1061,2025-11-17 12:19:03.127,4823,"Participant asks Hey Meta, what’s the weather today , Meta noted a chance of rain later today."
1061,2025-11-17 12:19:34.739,4855,"Participant asked Meta its favorite color, meta did not have a preference."
1061,2025-11-17 12:20:22.743,4903,"Asked a meta what is considered high blood pressure, Meta did not give an exact number."
1061,2025-11-17 12:20:54.920,4935,"Asked Meta to tell her about Celebrating Herbs cookbook on table."
1061,2025-11-17 12:21:57.707,4998,"Asked Meta what country is good to visit during Christmas. Asked again. First time, meta paused, second time recommended Germany, etc."
1061,2025-11-17 12:23:18.397,5078,"Asked Meta to tell her the plot of a book on the shelf. Asked again. First time she asked, it paused. Second time, gave her information including that it is part of a series."
1061,2025-11-17 12:24:36.402,5156,"Participant asked Meta to name the object she picked up. Meta correctly identified if as a snowflobe."
1061,2025-11-17 12:25:12.291,5192,"Asked Meta to name the plant on the bookshelf. Meta asked if she wanted to take a picture for that, she said yes. Meta described it as a pothos."
1061,2025-11-17 12:25:30.535,5211,"Asked meta if she preferred sunrise or sunset. Meta said it does not have a preference."
