Participant ID,Timestamp,Global Time (seconds),Note
3005,2026-01-06 09:11:56.095,119,"Participant opened Reels without issue. States she may need to adjust brightness but will try it as is for now."
3005,2026-01-06 09:15:56.452,360,"Participant states reels are going well so far. She is able to see the display without adjusting brightness, able to hear the audio clearly, and able to scroll with ease. “The only thing is the one-sidedness”, referring to the fact that the display is only on one side of the lens."
3005,2026-01-06 09:21:12.608,676,"Participant starts session on the grey couch."
3005,2026-01-06 09:21:41.565,705,"Participant positions blue pillow in front of her as a background while watching reels on the glasses display."
3005,2026-01-06 09:24:30.475,874,"Participant states that her neck was in pain a few weeks ago and it just got back to normal, so she is sitting in a specific way that allows her to focus on the display without hurting her neck. She is turned towards the left with head slightly tilted left and resting on left hand while looking down towards the couch pillow."
3005,2026-01-06 09:30:29.231,1232,"Participant moved to the light green chair."
3005,2026-01-06 09:46:32.366,2195,"Participant states it’s easier to view reels on the phone than it is to view reels on the glasses because she doesn’t have to put in as much cognitive effort when looking at the phone."
3005,2026-01-06 09:50:44.585,2448,"Participant moved to dark green chair but prefers to stand at this time. States she spends a lot of time standing given her profession."
3005,2026-01-06 09:52:44.705,2568,"Participant stood for about a minute and then sat and continued to view reels."
3005,2026-01-06 09:54:37.067,2680,"Participant briefly leaned back and looked up but put her palms in front of her glasses to use as a background. Then looked forwards and continued to view reels that way."
