Participant ID,Timestamp,Global Time (seconds),Note
3,2025-10-29T17:50:03.121Z,220,"Participant folded her arms not the glasses .” Confusing instructions”"
3,2025-10-29T17:52:26.232Z,363,"“I already did this”. On button is unclear and where they exist- “now I gotta try again”"
3,2025-10-29T17:54:06.859Z,463,"“I don’t know what is happening” p is struggling with knowing if the device is turned on"
3,2025-10-29T17:56:12.197Z,589,"I feel as if I am following the instructions and it’s not paired and instructed to unpair and now I have to start over"
3,2025-10-29T17:57:51.153Z,688,"Participant is frustrated that they cannot get it to work and sync"
3,2025-10-29T17:58:46.949Z,743,"Keeps telling them to unpair the device which is frustrating"
3,2025-10-29T18:02:32.092Z,969,"Factory reset is not working"
3,2025-10-29T18:08:40.523Z,1337,"Exponent researcher had to step in"
3,2025-10-29T18:09:46.703Z,1403,"Thinks they have to cross their arms"
3,2025-10-29T18:10:04.695Z,1421,"Is prompted to unpair device"
3,2025-10-29T18:10:37.373Z,1454,"Got the glasses paired"
3,2025-10-29T18:14:38.321Z,1695,"On band now/ readjusted a few timesc"
3,2025-10-29T18:19:35.010Z,1992,"Got it working and started looking around"
3,2025-10-29T18:23:51.543Z,2248,"Is getting slightly confused by the gestures but is going through setup"
3,2025-10-29T18:30:53.586Z,2670,"Trial and error to find photos"
3,2025-10-29T18:33:20.455Z,2817,"How to you raise the volume?"
3,2025-10-29T18:35:47.640Z,2964,"60% confident"
3,2025-10-29T18:38:32.222Z,3129,"Impressed with the gestures and the UI"
3,2025-10-29T18:40:43.096Z,3260,"Some gestures were less clear than others. People with lesser vision who couldn’t see as well might struggle with features other than pinch"
3,2025-10-29T18:42:54.252Z,3391,"Figured out to touch the side of the glasses on their own."
3,2025-10-29T18:49:45.164Z,3802,"What am I looking at right now was accurate"
3,2025-10-29T18:50:11.387Z,3828,"Takes a little bit to get use to but not too bad"
3,2025-10-29T18:55:28.451Z,4145,"Delay in movement made me die in the game"
3,2025-10-29T18:56:07.756Z,4184,"Device was delayed"
