Participant ID,Timestamp,Global Time (seconds),Note
6,2025-10-29T18:05:21.551Z,22,"Test"
6,2025-10-29T18:06:43.489Z,104,"iPad reverted to the beginning of the study & I restarted the count down"
6,2025-10-29T18:12:00.463Z,421,"Note - if you exit out using the home button it resets this form & restarts the count down"
6,2025-10-29T18:14:05.473Z,546,"I’m going to enter dummy data when the prompts hits if the rest of the group are collecting data ahead of me."
6,2025-10-29T18:24:14.391Z,1155,"Replaced neuron link _ upside down"
6,2025-10-29T18:25:03.741Z,1204,"Pairing neuro link & following phone prompts"
6,2025-10-29T18:26:52.768Z,1313,"Missed note I had the glasses case & he needed to finish paring"
6,2025-10-29T18:27:27.256Z,1348,"Recording video & setting up the glasses"
6,2025-10-29T18:28:12.412Z,1393,"Making faces as he responds to the audio prompts"
6,2025-10-29T18:30:51.323Z,1552,"Appears to have trouble seeing past the glasses screen & paying attention to surroundings"
6,2025-10-29T18:31:53.062Z,1614,"Participant enjoying experience and “having time of his life”"
6,2025-10-29T18:33:05.499Z,1686,"Participant activity listening to audio prompts & struggle to activate the volume controls with gestures"
6,2025-10-29T18:34:11.848Z,1752,"“So fun” “loving it” participants responds to tour prompts and activities"
6,2025-10-29T18:35:57.329Z,1858,"Participant trying to set up prompts- difficulty because of own prescriptions"
6,2025-10-29T18:38:37.466Z,2018,"participant impression with the gesture responsiveness"
6,2025-10-29T18:42:28.941Z,2249,"Participant says UI intuitive, but if there’s any difficulty with vision it’s difficult to see the visual instructions"
6,2025-10-29T18:43:02.848Z,2283,"Participant figured out to touch the glasses to pull up the apps"
6,2025-10-29T18:46:55.368Z,2516,"Participant states curiosity increased now that he can see the screens"
6,2025-10-29T18:49:32.135Z,2673,"Participant using the Ai and it gave an accurate response > looking at a group of people at an event / meeting"
6,2025-10-29T18:50:17.170Z,2718,"Participant practice it the hand motions & looking for the apps"
