Participant ID,Timestamp,Global Time (seconds),Note
1,2025-10-29T17:50:00.808Z,218,"Inspecting and taking time to put on glasses. Protocol wording confused participant and misunderstood instructions. She folded her actual arms to turn on frames instead of the arms of the frame."
1,2025-10-29T17:51:46.157Z,323,"Participant says on button is difficult to locate"
1,2025-10-29T17:53:51.721Z,449,"Participant does not know if she is turning on the device successfully or not."
1,2025-10-29T17:58:00.851Z,698,"Participant is frustrated by set up process. Had to point out power button"
1,2025-10-29T18:01:06.660Z,884,"Participant turned it on and paired it successfully, but ran to error and is annoyed that she had to restart the pairing"
1,2025-10-29T18:09:18.933Z,1376,"Exponent researcher stepped in to help reset frames for participant"
1,2025-10-29T18:10:04.230Z,1421,"23 minutes in participant"
1,2025-10-29T18:11:08.049Z,1485,"Participant set up glasses 24 minutes out of box is now setting up band"
1,2025-10-29T18:40:25.780Z,3243,"Participant is expressing how Some gestures are intuitive to learn and others are difficult without visual aid"
1,2025-10-29T18:44:17.233Z,3475,"Participant discovered alternative methods to engage glasses feature"
1,2025-10-29T18:48:15.745Z,3713,"Participant put on their prescription glasses on before the frames"
1,2025-10-29T18:52:24.216Z,3961,"Participant is using gestures intuitively."
1,2025-10-29T18:56:57.408Z,4235,"Pt died in game from a input gesture lag"
1,2025-10-29T19:01:16.356Z,4494,"Pt died in game due to game not recognizing gestures"
