Participant ID,Timestamp,Global Time (seconds),Note
7,2025-10-29T17:58:29.151Z,33,"Testing"
7,2025-10-29T17:59:48.494Z,112,"Test 2"
7,2025-10-29T18:01:08.286Z,192,"Not sure if the neuroband is already connected"
7,2025-10-29T18:02:15.446Z,259,"Heard a noise the moment they put the glasses on"
7,2025-10-29T18:22:50.487Z,1494,"Hard time aligning the silver line with thumb when putting the thumb on."
7,2025-10-29T18:26:10.469Z,1694,"Glasses were talking when putting them on and being paired."
7,2025-10-29T18:27:04.735Z,1748,"When setting up it prompts to touch the functionality buttons on the glasses."
7,2025-10-29T18:30:03.703Z,1927,"At a lost to find the photos"
7,2025-10-29T18:30:55.994Z,1979,"Trial and error with trying to find the photos"
7,2025-10-29T18:33:30.646Z,2134,"Skips ahead if the user can’t keep up"
7,2025-10-29T18:35:17.262Z,2241,"Feel 60% comfortable with the ai"
7,2025-10-29T18:38:35.452Z,2439,"Impressed with the crisp gestures and hips responsive it js"
7,2025-10-29T18:39:09.781Z,2473,"Some gestures less intuitive than others"
7,2025-10-29T18:43:24.193Z,2728,"Began touching the gestures on the glasses for fun"
