Participant ID,Timestamp,Global Time (seconds),Note
1063,2025-12-01 15:40:39.214,157,"Participant mildly annoyed by screen timeout timing"
1063,2025-12-01 15:41:38.244,216,"Participant notices that some objects appear altered through the camera similar to barbershop swirl (anything straight)"
1063,2025-12-01 15:43:57.933,356,"Participant feels inclined to zoom in on images"
1063,2025-12-01 15:45:07.789,426,"Participant notices a delay in camera capture and says they need to be careful not to move quickly"
1063,2025-12-01 15:45:48.163,466,"Participant notices that objects that appeared swirly in camera appear swirly in images but to a lesser degree"
1063,2025-12-01 15:56:58.957,1137,"Participant notices that colors appear significantly lighter in the video mode compared to image mode and wondered if a flash turned on while recording"
1063,2025-12-01 16:04:05.858,1564,"Captured images do not appear to be sending in WhatsApp"
1063,2025-12-01 16:28:37.552,3036,"Participant asked me if he was using the same pair of glasses (he is) because he noticed that the screen appeared more centered than last session"
1063,2025-12-01 16:31:53.006,3231,"Participant says they would move display to the right if they needed to see what was going on directly in front of them, view feels somewhat blocked by screen"
1063,2025-12-01 16:42:09.501,3848,"Glasses at 15%"
1063,2025-12-01 16:50:45.112,4363,"Participant says music does not stop while dictating message and says it is highly distracting"
1063,2025-12-01 16:52:20.301,4458,"Glasses at 8%"
1063,2025-12-01 16:56:55.981,4734,"Switching glasses since current ones are reaching 0%"
