Participant ID,Timestamp,Global Time (seconds),Note
10023,2025-10-30 13:13:19.671,93,"Scrolling is tough and glasses don’t seem to register all hand gestures, per participant"
10023,2025-10-30 13:14:07.044,141,"Participant’s intuition is to swipe left to move left but says swiping left and moving right feels confusing"
10023,2025-10-30 13:20:32.347,526,"Participant noted a glare in MR glasses and attempted to adjust angle to see if that made a difference."
10023,2025-10-30 13:22:13.296,627,"Missed last question due to technical difficulties"
10023,2025-10-30 13:23:34.688,708,"Neural band paired to right hand but participant is left handed, therefore participant’s hand gestures did not match expected movement."
10023,2025-10-30 13:25:58.026,852,"Participant switched neural band to paired hand (right) and is reporting that gestures match expected movement"
10023,2025-10-30 13:29:11.516,1045,"Participant noted that the audio is “pretty good” when answering a phone call"
10023,2025-10-30 13:31:07.213,1161,"WhatsApp not responsive, per participant"
10023,2025-10-30 13:32:22.579,1236,"Missed response due to external disturbance"
10023,2025-10-30 13:33:30.532,1304,"Bluetooth connection impacting feature usage"
10023,2025-10-30 13:34:52.288,1386,"Participant accurately identified the environment, describing living room setting with people and a coffee table with flowers"
10023,2025-10-30 13:35:55.943,1450,"MR glasses accurately identified content of painting"
10023,2025-10-30 13:38:06.165,1580,"Participant expressed curiosity in capabilities, asking why table lamp was not working while knowing the lamp did not have a light bulb (challenging VR glasses)"
10023,2025-10-30 13:39:50.233,1684,"Participant noted that a warning before questions was helpful in shifting focus from glasses to questions"
10023,2025-10-30 13:43:38.145,1912,"Glasses blocked movement to phone app immediately down and instead participant had to scroll to the side then down to access"
10023,2025-10-30 13:46:44.992,2099,"Participant felt overwhelmed listening to external conversations, pairing WhatsApp, and being on the phone"
10023,2025-10-30 13:50:07.120,2301,"Participant tested audio capture features with familiar contextual tests (microphone testing testing)"
10023,2025-10-30 13:53:55.634,2529,"When participant first tested glasses, they could only focus on the screen but visual attention between glasses and background has become easier to shift"
10023,2025-10-30 14:01:27.017,2981,"Getting comfortable with UI navigation"
10023,2025-10-30 14:03:51.715,3125,"Participant adjusted glasses to refresh eyes as left was overcompensating to find screen"
10023,2025-10-30 14:04:49.805,3183,"Head is drifting as it slowly follows screen"
10023,2025-10-30 14:05:01.886,3195,"Enjoys screen brightness level"
10023,2025-10-30 14:12:30.690,3644,"Participant felt odd carrying book while glasses read what was on the page"
10023,2025-10-30 14:19:11.602,4045,"Once the screen comes up, it is incredibly difficult to perceive the background"
