Participant ID,Timestamp,Global Time (seconds),Note
10023,2025-10-30 13:13:19.671,93,"Scrolling is tough and glasses don’t seem to register all hand gestures, per participant"
10023,2025-10-30 13:14:07.044,141,"Participant’s intuition is to swipe left to move left but says swiping left and moving right feels confusing"
10023,2025-10-30 13:20:32.347,526,"Participant noted a glare in MR glasses and attempted to adjust angle to see if that made a difference."
10023,2025-10-30 13:22:13.296,627,"Missed last question due to technical difficulties"
10023,2025-10-30 13:23:34.688,708,"Neural band paired to right hand but participant is left handed, therefore participant’s hand gestures did not match expected movement."
10023,2025-10-30 13:25:58.026,852,"Participant switched neural band to paired hand (right) and is reporting that gestures match expected movement"
10023,2025-10-30 13:29:11.516,1045,"Participant noted that the audio is “pretty good” when answering a phone call"
10023,2025-10-30 13:31:07.213,1161,"WhatsApp not responsive, per participant"
10023,2025-10-30 13:32:22.579,1236,"Missed response due to external disturbance"
10023,2025-10-30 13:33:30.532,1304,"Bluetooth connection impacting feature usage"
10023,2025-10-30 13:34:52.288,1386,"Participant accurately identified the environment, describing living room setting with people and a coffee table with flowers"
