Participant ID,Timestamp,Global Time (seconds),Note
1076,2025-12-15 10:25:05.048,150,"Participant clicked the Gen2 device for initial set up and was confused by lack of LED on case when reading device set up instructions. Participant was redirected to selection screen where they scrolled down and found correct device"
1076,2025-12-15 10:26:55.775,261,"Participant was unsure of where LED light in glasses was located when reading instructions"
1076,2025-12-15 10:28:02.372,328,"Participant put neural band on before pairing the glasses and before pairing the neural band as well"
1076,2025-12-15 10:39:57.216,1042,"Participant was unsure of where touch pad was located as they slid fingers across different parts of the glasses arms and both sides"
1076,2025-12-15 10:44:23.057,1308,"Participant has successfully paired the glasses + neural band and is running through tutorials"
1076,2025-12-15 10:48:24.968,1550,"Participant has started playing Hypertrail"
1076,2025-12-15 10:49:51.692,1637,"Screen timed out while participant was playing hypertrail"
1076,2025-12-15 10:53:14.673,1840,"Participant notes that hand gestures are more responsive to their hand gestures than initial movements as they’ve familiarized themselves playing Hypertrail"
1076,2025-12-15 10:55:23.081,1968,"Participant decides that Hypertrail is helpful in familiarizing themselves with hand gesture movements"
1076,2025-12-15 11:00:58.331,2304,"Participant decides that they can see screen more clearly when looking at solid background vs looking down toward patterned rug"
1076,2025-12-15 11:08:58.410,2784,"Participant did not see phone call alert come through on glasses until after I pressed the power button on phone"
1076,2025-12-15 11:24:59.376,3745,"Participant gets confused between select hand gesture and wake display gesture"
1076,2025-12-15 11:28:12.415,3938,"Participant was unsure of whether they could activate Meta using voice or if they had to click Hey Meta every time"
1076,2025-12-15 11:31:51.561,4157,"Hey Meta not activating with participant’s voice"
1076,2025-12-15 11:38:42.626,4568,"Participant notices that information being displayed quickly disappears from screen even though display has not timed out"
1076,2025-12-15 11:41:56.449,4762,"Participant notices that screen displays information with no ending punctuation and wonders if information is getting cut off since they are not able to scroll"
1076,2025-12-15 11:45:39.054,4984,"Participant notices slight physical heaviness and slip to the glasses but does not notice significant discomfort"
1076,2025-12-15 11:47:46.061,5111,"Participant noticing Meta Only RF failure displayed on phone screen while scrolling through reels"
1076,2025-12-15 11:59:34.188,5819,"Participant notices slight eye strain, describing them as feeling heavy"
