Participant ID,Timestamp,Global Time (seconds),Note
8,2025-10-29T17:58:25.462Z,28,"Test"
8,2025-10-29T17:59:49.006Z,112,"Test2"
8,2025-10-29T18:01:08.166Z,191,"Is neuro band also connected when seeing glasses connected"
8,2025-10-29T18:02:09.352Z,252,"Noticed noise when initially putting glasses on"
8,2025-10-29T18:08:43.230Z,646,"Questions went quick"
8,2025-10-29T18:17:41.572Z,1184,"Can’t find amber light on case"
8,2025-10-29T18:22:48.933Z,1492,"Struggling a lot to align band"
8,2025-10-29T18:26:10.037Z,1693,"Instinct was to use the capture button"
8,2025-10-29T18:27:07.542Z,1750,"Setting up prompts want you to use the capture buttons on the glasses"
8,2025-10-29T18:27:35.760Z,1779,"Raises hand in front of face to click; I believe trying to click on the actual screen"
8,2025-10-29T18:29:24.310Z,1887,"Trying to use thumb very quickly, maybe something not scrolling smoothly"
8,2025-10-29T18:30:00.215Z,1923,"Pinching in front of face"
8,2025-10-29T18:30:12.404Z,1935,"Trying to touch the screen"
8,2025-10-29T18:30:56.957Z,1980,"Able to find photo app, small struggle"
8,2025-10-29T18:31:25.227Z,2008,"Trying to tap wring ringer"
8,2025-10-29T18:31:54.488Z,2037,"Trying to click with two fingers"
8,2025-10-29T18:32:47.685Z,2090,"No visual cues on volume increase, making it difficult"
8,2025-10-29T18:34:28.103Z,2191,"Raising hand to perform clicking, scrolling,"
8,2025-10-29T18:35:13.573Z,2236,"Feels 60% comfortable"
8,2025-10-29T18:35:28.367Z,2251,"Navigating came naturally"
8,2025-10-29T18:36:03.696Z,2286,"Screen felt small"
8,2025-10-29T18:38:20.312Z,2423,"Impressed with the gestures, intuitive"
8,2025-10-29T18:38:31.023Z,2434,"Very responsive neuroband"
8,2025-10-29T18:39:21.187Z,2484,"Some gestures were less intuitive, due to verbal instructions, volume up was especially difficult"
8,2025-10-29T18:49:24.065Z,3087,"Picking up hand gestures fluently"
8,2025-10-29T18:54:34.011Z,3397,"Trouble with gestures, across you’re pointer finger, left and right can be tough"
