Participant ID,Timestamp,Global Time (seconds),Note
1038,2025-11-17 13:32:16.685,412,"Participant notices a dark vignette around camera display and notes that it helps camera display stand out against background"
1038,2025-11-17 13:37:09.504,705,"Participant describes image quality as “pretty good” because they are able to discern person smiling"
1038,2025-11-17 13:40:22.339,898,"Participant is impressed with audio and image quality when viewing pictures and videos they’ve captured"
1038,2025-11-17 13:47:12.132,1308,"Participant was unaware that the screen is only in one eye and only came to that realization when I asked about the screen positioning"
1038,2025-11-17 13:48:19.943,1375,"Participant is amused by Meta’s tone of voice and mimics it"
1038,2025-11-17 13:54:53.366,1769,"Participant notices that reading text is difficult and wishes they could zoom in"
1038,2025-11-17 13:58:40.691,1996,"Participant notices that their glasses picked up another participant’s “Hey Meta” and prompted a question about sending an image on WhatsApp"
1038,2025-11-17 14:02:05.717,2201,"Participant highly amused by Metas inaccurate comprehension of question"
1038,2025-11-17 14:14:00.634,2916,"Participant impressed with image quality when asking Meta to show them a picture of something"
1038,2025-11-17 14:14:46.806,2962,"Participant notices that Meta is laggy and describes it as Meta being overwhelmed"
1038,2025-11-17 14:19:02.286,3218,"Participant continually adjusting glasses but I’m noticing that participant must do this often since they mainly look down toward ground when reading information on screen"
1038,2025-11-17 14:29:35.418,3851,"Participant turned volume up with hand gestures and immediately turned it down saying “not that loud”"
1038,2025-11-17 14:29:58.642,3874,"Participant attempting to pause music but Meta continues to play music"
1038,2025-11-17 14:32:16.549,4012,"Noticing that battery level for MR display was depleted significantly after capturing images and videos"
1038,2025-11-17 14:34:14.034,4129,"Participant noticing that MR glasses are laggy and actions take a moment to register - could be because battery is low (currently at 30%)"
1038,2025-11-17 14:39:29.915,4445,"Switching to glasses 9 from glasses 8 due to glitching and battery issues"
1038,2025-11-17 14:54:03.306,5319,"Participant notices that Meta is not responsive to their requests to respond to messages from WhatsApp"
1038,2025-11-17 15:00:32.918,5708,"Participant was successfully able to message in WhatsApp and listen to music after disconnecting WhatsApp and reconnecting it (app seemed to be experiencing issues reading messages aloud to user)"
1038,2025-11-17 15:02:51.802,5847,"Participant expresses appreciation for navigation feature in map and described it as a “cool experience”"
1038,2025-11-17 15:04:52.991,5968,"Participant notices a slight tension headache developing and says that might need to take Tylenol after this session"
1038,2025-11-17 15:05:54.185,6030,"Participant says they are not used to wearing glasses and lifts them from nose bridge to massage face"
1038,2025-11-17 15:06:26.725,6062,"Participant says eyes feel tired after asking them if they feel like they are squinting their eyes"
1038,2025-11-17 15:07:13.758,6109,"Participant does not notice any difference in screen quality depending on their seating area in the room"
1038,2025-11-17 15:09:04.302,6220,"Participant notices that hand gestures accurately capture desired movement through map"
1038,2025-11-17 15:17:17.943,6713,"Participant claims that Meta “keeps lagging”"
1038,2025-11-17 15:22:48.608,7044,"Participant expresses overall satisfaction with MR glasses despite “the few glitches”"
