Participant ID,Timestamp,Global Time (seconds),Note
5,2025-10-29T17:50:10.811Z,228,"Participant experienced confusion locating on/off switch, per instructions"
5,2025-10-29T17:51:13.239Z,290,"Participant described instructions as “terrible”"
5,2025-10-29T17:52:18.770Z,356,"Participant expressed frustration with set-up process stating “now I’m back to this again”"
5,2025-10-29T17:54:08.613Z,466,"Participant is “unsure what is happening” while reading instructions for set-up and examining MR glasses"
5,2025-10-29T17:55:53.896Z,571,"Instructions are not intuitive for a novel user, per participant"
5,2025-10-29T17:58:07.768Z,705,"Participant has not successfully connected and worn glasses"
5,2025-10-29T17:59:47.523Z,805,"Style is not horrific, per participant"
5,2025-10-29T18:39:10.462Z,3168,"Some gestures less intuitive than others, per participant"
5,2025-10-29T18:40:40.185Z,3257,"Written and verbal descriptions were difficult to follow for hand gestures without visuals"
5,2025-10-29T18:42:19.067Z,3356,"Participant felt overwhelmed by moderator questions while initially engaging with MR glasses and new features"
5,2025-10-29T18:44:00.618Z,3458,"Participant discovered alternative methods to engage with features, not using neural band"
5,2025-10-29T18:49:38.213Z,3795,"Participant pleased with the MR glasses’ ability to accurately describe what was in front of them, stating “we love that”"
5,2025-10-29T18:50:08.020Z,3825,"MR glasses and gestures take a bit of getting used to but become intuitive, per participant"
5,2025-10-29T18:57:44.095Z,4281,"Participant noted a lag in the MR glasses when performing a hand gesture in the HyperTrail game"
5,2025-10-29T19:02:31.453Z,4569,"Participant swiftly switching through apps and gestures"
