Participant ID,Timestamp,Global Time (seconds),Note
1060,2025-11-19 14:58:57.267,212,"Participant starts session on grey couch."
1060,2025-11-19 15:14:19.472,1134,"Participant states he doesn’t typically sit up and look down at his phone."
1060,2025-11-19 15:17:56.488,1351,"Participant said this time that it read both messages sent by the moderator."
1060,2025-11-19 15:25:37.992,1812,"Participant moves to dark green chair."
1060,2025-11-19 15:27:21.269,1916,"Participant holds up a pair of glasses in front of the glasses and asks meta what color they are, but meta starts talking about color of meta glasses. Meta then tells participant to say “hey Meta look” when trying to get it to identify object."
1060,2025-11-19 15:33:07.661,2262,"Participant tends to hold phone in hand whenever talking to meta."
1060,2025-11-19 15:33:23.178,2278,"Put phone down after starting to flip through book pages."
1060,2025-11-19 15:56:06.866,3641,"Participant moves to light green chair."
1060,2025-11-19 16:15:36.222,4811,"Without the screen on, participant felt himself more “heightened”, like ears were perked up and they feel strained. Feels like ears are looking for who is talking to him. When headphones are on, it’s enclosed and you know where the sound is coming from. With this, he hears the ambient sounds and it takes him out of the conversation. He subconsciously has his ears perked up and now that the 15 minute conversation is done he can really feel it. As opposed to the other conversation when he saw the persons face on the glasses display, which felt like he had something to follow."
1060,2025-11-19 16:17:36.225,4931,"Participant has moved back to grey couch."
