Participant ID,Timestamp,Global Time (seconds),Note
1060,2025-11-18 15:35:51.279,747,"When scrolling between each reel, it doesn’t play automatically. It’s paused and you will have to click play . Might have been a connection issue. Because it began to play automatically once the participant restarted the IG app."
1060,2025-11-18 15:41:25.467,1081,"Screen on the glasses appear too close and depending on the backgound ,it’s a bit challenging for the participant."
1060,2025-11-18 15:48:43.581,1519,"When scrolling on phone , participant seems more relaxed compared to when watching reels on the MR display. They mentioned the glasses didn’t fit too well on the 2nd day so that could have restricted their movement or flexibility."
1060,2025-11-18 15:55:07.346,1903,"When there’s a physical screen , it’s easy to ignore the screen on the glasses."
1060,2025-11-18 16:11:50.457,2906,"Reconnecting the app changed the position of the screen . Reels stopped playing at a point. Could scroll through but doesn’t play"
1060,2025-11-18 16:15:56.354,3152,"Switching glasses to no 8  ——- 2Y0YB86H4V001F. Because IG reels stopped playing even after reconnecting and restarting the phone."
1060,2025-11-18 16:20:23.951,3419,"When we swapped to glasses no 8 . It worked but the stopped at a point. The feedback from the watch in terms of sync with the glasses was reversed. Swiping left moved it in the opposite direction."
1060,2025-11-18 16:24:25.840,3661,"Could barely watch reels on the glasses for that session . It pops up but would not play."
1060,2025-11-18 16:45:45.253,4941,"Switching to box number 10 . This is the second switch. Case number for glasses - 2Y0YW13H58002V."
1060,2025-11-18 16:48:36.679,5112,"Based on a question, participant mentioned that the swipping/scrolling motion on the MR is counterintuitive . They did not notice until I asked."
1060,2025-11-18 16:51:09.058,5264,"The videos take long to load when the participant tries to swipe too fast."
