Participant ID,Timestamp,Global Time (seconds),Note
4,2025-10-29T17:58:29.892Z,33,"Testing"
4,2025-10-29T17:59:48.934Z,112,"Test 2"
4,2025-10-29T18:01:26.167Z,209,"Connecting devices and searching through phone"
4,2025-10-29T18:02:33.410Z,277,"Easy to take out of case participant had no issue doing so participant stated he heard a noise as soon as he put the glasses on"
4,2025-10-29T18:04:24.840Z,388,"Participant stated he experienced blindness but also the din he heard when he put on the glasses helped him know the device was on and functional"
4,2025-10-29T18:05:57.707Z,481,"Difference in looking up towards the ceiling vs looking straight ahead. Can not see the little screen on the right. Sees a hazy version of the moderator"
4,2025-10-29T18:17:19.496Z,1163,"Setting up devices"
4,2025-10-29T18:27:06.319Z,1749,"Participant states he couldn’t see we instructed partisans to heavily focus on using neuro band rather than manually clicking in the glasses for pictures"
4,2025-10-29T18:30:04.981Z,1928,"Participant stated mixed reality glasses won’t allow him to see and all his focus is on his experience through the mixed reality glasses"
4,2025-10-29T18:31:02.755Z,1986,"Participant exudes joy in navigating the system he finds the glasses to be amusing"
4,2025-10-29T18:31:59.868Z,2043,"Feels very excited to experience the mixed reality glasses seems to be dancing"
4,2025-10-29T18:33:52.829Z,2156,"Swiping with two fingers participant stated he enjoys the product"
4,2025-10-29T18:34:18.569Z,2182,"Participant stated he is “loving it”"
4,2025-10-29T18:34:53.190Z,2216,"Participant is trying to get the ai app to activate"
4,2025-10-29T18:36:31.891Z,2315,"Participant feels 60% comfortable participant stated screen was right in the center"
4,2025-10-29T18:38:33.335Z,2436,"Participant was impressed by the gestures felt they were crips and responsive and the ui is great"
4,2025-10-29T18:40:11.625Z,2535,"There were some gestures less intuitive than others based of verbal instructions provided. Someone who can’t descend based off visual ques provided might have a difficult time with the gestures. All cues were verbal"
4,2025-10-29T18:43:26.432Z,2730,"Glasses instructed participants to take a picture manually in the glasses I explained to participant to use the gesture band more"
4,2025-10-29T18:46:39.231Z,2922,"Participant looks comfortable sitting through the experience"
4,2025-10-29T18:49:15.134Z,3078,"Participant asked what am I looking at right now and the glasses responded with an accurate response of what was in front of the participant"
4,2025-10-29T18:50:36.851Z,3160,"Participant is going through gestures tapping to start certain settings within glasses"
4,2025-10-29T18:51:12.490Z,3196,"“Yo this is fun” was partipants response to playing game"
4,2025-10-29T18:52:42.880Z,3286,"Participant once successful gets to move on to the next level of the game and is enjoying playing trail runner"
4,2025-10-29T18:53:54.021Z,3357,"Participant stated he has a lot of fun doing the games"
4,2025-10-29T18:54:51.835Z,3415,"Participant has a lot of fun playing the games but stated the gestures aren’t as responsive some gestures felt awkward"
4,2025-10-29T18:55:18.676Z,3442,"A delay in movement caused him to die in his game"
4,2025-10-29T18:56:17.020Z,3500,"When response died in the game there was a delay in response in the device and the actual action happening and it caused him to die in the game"
